[公共事件 | 序章] 旁白/未命名: 在多元宇宙的無盡象限之中，存在著一個凡人肉眼無法觀測的維度
[Map017.json(第一層) | 無限之塔塔主-頁1] (若玩家選擇: 挑戰塔主) >>>
[Map017.json(第一層) | 無限之塔塔主-頁1] 塔主: 你肯定？你不小心按錯了吧？
[Map017.json(第一層) | 無限之塔塔主-頁1] 塔主: 你想撤回？\{\.太\|\{遲\|\{\{了！\}\}\}
[Map017.json(第一層) | 無限之塔塔主-頁1] 塔主: 少年！不要太高估自己的能力。去吧我的僕人。
[Map017.json(第一層) | 無限之塔塔主-頁1] 塔主: 你會贏？只有一個可能！
[Map017.json(第一層) | 無限之塔塔主-頁1] 塔主: 你已經習得無限之塔的一部分傳承，不錯不錯！
[Map017.json(第一層) | 無限之塔塔主-頁1] 塔主: 看來你下次便可以真正向我發起挑戰了！
[Map017.json(第一層) | 無限之塔塔主-頁1] 塔主: 逃？逃避是解決不了問題的。
[Map017.json(第一層) | 無限之塔塔主-頁1] 塔主: 不過，總有一天你會成為獨當一面的勇者的。
[Map017.json(第一層) | 無限之塔塔主-頁1] (若玩家選擇: 返回) >>>
[Map017.json(第一層) | 無限之塔塔主-頁2] 塔主: 現在，根據你對自己數學能力的理解，開始訓練吧！

[Map017.json(第一層) | 無限之塔塔主-頁2] --- 出現選項: ['中一', '中二', '中三', '挑戰TSA', '挑戰塔主', '返回'] ---
[Map017.json(第一層) | 無限之塔塔主-頁2] (若玩家選擇: 中一) >>>
[Map017.json(第一層) | 無限之塔塔主-頁2] 塔主: 相信你有能力進入「無限之塔」，一定係世界管理者
[Map017.json(第一層) | 無限之塔塔主-頁2] 塔主: 那一位大人的意思，即然你能來到此處，
[Map017.json(第一層) | 無限之塔塔主-頁2] 塔主: 必定有他的道理。
[Map017.json(第一層) | 無限之塔塔主-頁2] (若玩家選擇: 中二) >>>
[Map017.json(第一層) | 無限之塔塔主-頁2] 塔主: 相信你有能力進入「無限之塔」，一定係世界管理者
[Map017.json(第一層) | 無限之塔塔主-頁2] 塔主: 那一位大人的意思，即然你能來到此處，
[Map017.json(第一層) | 無限之塔塔主-頁2] 塔主: 必定有他的道理。
[Map017.json(第一層) | 無限之塔塔主-頁2] (若玩家選擇: 中三) >>>
[Map017.json(第一層) | 無限之塔塔主-頁2] 塔主: 相信你有能力進入「無限之塔」，一定係世界管理者
[Map017.json(第一層) | 無限之塔塔主-頁2] 塔主: 那一位大人的意思，即然你能來到此處，
[Map017.json(第一層) | 無限之塔塔主-頁2] 塔主: 必定有他的道理。
[Map017.json(第一層) | 無限之塔塔主-頁2] (若玩家選擇: 挑戰TSA) >>>
[Map017.json(第一層) | 無限之塔塔主-頁2] 塔主: 相信你有能力進入「無限之塔」，一定係世界管理者
[Map017.json(第一層) | 無限之塔塔主-頁2] 塔主: 那一位大人的意思，即然你能來到此處，
[Map017.json(第一層) | 無限之塔塔主-頁2] 塔主: 必定有他的道理。
[Map017.json(第一層) | 無限之塔塔主-頁2] (若玩家選擇: 挑戰塔主) >>>
[Map017.json(第一層) | 無限之塔塔主-頁2] 塔主: 你肯定？你不小心按錯了吧？
[Map017.json(第一層) | 無限之塔塔主-頁2] 塔主: 你想撤回？\{\.太\|\{遲\|\{\{了！\}\}\}
[Map017.json(第一層) | 無限之塔塔主-頁2] 塔主: 少年！不要太高估自己的能力。去吧我的僕人。
[Map017.json(第一層) | 無限之塔塔主-頁2] 塔主: 你會贏？只有一個可能！
[Map017.json(第一層) | 無限之塔塔主-頁2] 塔主: 你已經習得無限之塔的一部分傳承，不錯不錯！
[Map017.json(第一層) | 無限之塔塔主-頁2] 塔主: 看來你下次便可以真正向我發起挑戰了！
[Map017.json(第一層) | 無限之塔塔主-頁2] 塔主: 逃？逃避是解決不了問題的。
[Map017.json(第一層) | 無限之塔塔主-頁2] 塔主: 不過，總有一天你會成為獨當一面的勇者的。
[Map017.json(第一層) | 無限之塔塔主-頁2] (若玩家選擇: 返回) >>>
[Map017.json(第一層) | 門（無限之塔 1F）-頁1] ???: 尚未獲得認證，無法打開！
[Map017.json(第一層) | 財寶（高斯的傳承之冠）-頁1] ???: 找到高斯的傳承之冠！
[Map017.json(第一層) | 財寶（#0073）-頁1] ???: 找到！
[Map020.json(無限之塔地下1F) | 財寶（正-蒼龍虹聖劍）-頁1] ???: 找到正-蒼龍虹聖劍！
[Map020.json(無限之塔地下1F) | EV092-頁1] 塔主: 你既以身入局
[Map025.json(王都・阿爾卡迪亞) | 劇情水晶王都篇2-頁1] ???: (遠處似乎是有打鬥的聱音)
[Map025.json(王都・阿爾卡迪亞) | 劇情水晶王都篇2-頁1] ???: (可能與魔王軍有關, 是否要插手？)

[Map025.json(王都・阿爾卡迪亞) | 劇情水晶王都篇2-頁1] --- 出現選項: ['要', '算了, 今天休息一下'] ---
[Map025.json(王都・阿爾卡迪亞) | 劇情水晶王都篇2-頁1] (若玩家選擇: 要) >>>
[Map025.json(王都・阿爾卡迪亞) | 劇情水晶王都篇2-頁1] 悠真: (中二魂爆發)
[Map025.json(王都・阿爾卡迪亞) | 劇情水晶王都篇2-頁1] 悠真: 作為正義的朋友怎麼能見死不救！
[Map025.json(王都・阿爾卡迪亞) | 劇情水晶王都篇2-頁1] (若玩家選擇: 算了, 今天休息一下) >>>
[Map025.json(王都・阿爾卡迪亞) | 劇情水晶王都篇2-頁1] 悠真: 魔王軍每天都在搞破壞, 少管一件事也無傷大雅。
[Map025.json(王都・阿爾卡迪亞) | EV033-頁1] 凱爾: 這裡就是通往王宮的密道了, 趁他們發現之前要快點
[Map025.json(王都・阿爾卡迪亞) | EV033-頁1] 凱爾: 調查出真相！
[Map025.json(王都・阿爾卡迪亞) | EV033-頁1] ???: 要進去嗎？

[Map025.json(王都・阿爾卡迪亞) | EV033-頁1] --- 出現選項: ['要進', '先再練一下等級'] ---
[Map025.json(王都・阿爾卡迪亞) | EV033-頁1] (若玩家選擇: 要進) >>>
[Map025.json(王都・阿爾卡迪亞) | EV033-頁1] 悠真: 進就進！誰怕誰
[Map025.json(王都・阿爾卡迪亞) | EV033-頁1] (若玩家選擇: 先再練一下等級) >>>
[Map025.json(王都・阿爾卡迪亞) | EV033-頁1] 悠真: 還是再打點裝備, 練點等級好了
[Map027.json(數學村道具商店) | EV005-頁1] 道具商人: 歡迎來到道具店！
[Map027.json(數學村道具商店) | EV005-頁1] 道具商人: 謝謝！歡迎再次光臨！
[Map027.json(數學村道具商店) | 100金1-頁1] ???: 你找到了100\g
[Map027.json(數學村道具商店) | 100金2-頁1] ???: 你找到了100\g
[Map028.json(數學村防具商店) | EV006-頁1] ???: 獲得200g金幣
[Map028.json(數學村防具商店) | 盔甲店商人-頁1] 防具商人: 歡迎光臨防具店！
[Map028.json(數學村防具商店) | 盔甲店商人-頁1] 防具商人: 謝謝！歡迎再次光臨！
[Map029.json(小民房1) | 地道入口-頁2] ???: 是否要進入地道？
[Map029.json(小民房1) | 地道入口-頁2] ???: (注:之後會有一段時間不能回來數學村)
[Map029.json(小民房1) | 地道入口-頁2] 前情提要: 由於黑貓只說了「在某個小民房的角落」，導致三人在村裡
[Map029.json(小民房1) | 地道入口-頁2] 前情提要: 翻箱倒櫃找了半天。

[Map029.json(小民房1) | 地道入口-頁2] --- 出現選項: ['進去', '再等等吧'] ---
[Map029.json(小民房1) | 地道入口-頁2] (若玩家選擇: 進去) >>>
[Map029.json(小民房1) | 地道入口-頁2] 悠真: 呼......總算找到了。
[Map029.json(小民房1) | 地道入口-頁2] 悠真: 把入口藏在這種不起眼的角落，這遊戲的策劃是不
[Map029.json(小民房1) | 地道入口-頁2] 悠真: 是覺得讓玩家浪費時間很有趣？
[Map029.json(小民房1) | 地道入口-頁2] 米勒: 這也是沒辦法的事，悠真。
[Map029.json(小民房1) | 地道入口-頁2] 米勒: 這條地道直通魔物橫行的霧光森林。不是那種城市
[Map029.json(小民房1) | 地道入口-頁2] 米勒: 中的「離群數劇」, 而是對普通人有威脅, 真正的
[Map029.json(小民房1) | 地道入口-頁2] 米勒: 魔物。
[Map029.json(小民房1) | 地道入口-頁2] 米勒: 如果不藏得隱密一點，萬一有不知情的村民或小孩
[Map029.json(小民房1) | 地道入口-頁2] 米勒: 誤入，後果不堪設想。
[Map029.json(小民房1) | 地道入口-頁2] 悠真: 喔？防止 NPC 誤觸死亡判定嗎？這理由倒還算合邏
[Map029.json(小民房1) | 地道入口-頁2] 悠真: 輯。
[Map029.json(小民房1) | 地道入口-頁2] 莉娜: 哼，如果是以前的我，這種骯髒的老鼠洞我看都不
[Map029.json(小民房1) | 地道入口-頁2] 莉娜: 會看一眼。
[Map029.json(小民房1) | 地道入口-頁2] 莉娜: 身為魔導師，我只要打個響指發動空間傳送，一秒
[Map029.json(小民房1) | 地道入口-頁2] 莉娜: 鐘就能跨越整座森林。
[Map029.json(小民房1) | 地道入口-頁2] 莉娜: 這種物理移動手段，是只有不會魔法的「蠻族」才需
[Map029.json(小民房1) | 地道入口-頁2] 莉娜: 要的......
[Map029.json(小民房1) | 地道入口-頁2] 悠真: 是喔，好厲害喔。
[Map029.json(小民房1) | 地道入口-頁2] 悠真: 那請問偉大的魔導師，您的響指壞了嗎？我們
[Map029.json(小民房1) | 地道入口-頁2] 悠真: 現在為什麼還要在這裡鑽地洞？
[Map029.json(小民房1) | 地道入口-頁2] 莉娜: 囉、囉嗦！吵死了！
[Map029.json(小民房1) | 地道入口-頁2] 莉娜: 等我等級練回來，我第一個就把你傳送到火山去！
[Map029.json(小民房1) | 地道入口-頁2] 莉娜: 可惡......為什麼我非得走這種都是灰塵的地方
[Map029.json(小民房1) | 地道入口-頁2] 莉娜: 不可啊......
[Map029.json(小民房1) | 地道入口-頁2] 米勒: (苦笑)
[Map029.json(小民房1) | 地道入口-頁2] 米勒: 好了好了，姐姐，忍耐一下吧。
[Map029.json(小民房1) | 地道入口-頁2] 米勒: 畢竟現在我們連傳送卷軸都用不了啊......
[Map029.json(小民房1) | 地道入口-頁2] 米勒: 好了, 是時候進去了。
[Map029.json(小民房1) | 地道入口-頁2] (若玩家選擇: 再等等吧) >>>
[Map029.json(小民房1) | EV005-頁1] 豬: 你好，我是一隻豬
[Map029.json(小民房1) | EV005-頁2] 豬: 你好，我是一隻豬
[Map029.json(小民房1) | EV005-頁3] 豬: 你好，我是一隻豬
[Map029.json(小民房1) | EV005-頁4] 豬: 你好，我是一隻豬
[Map029.json(小民房1) | EV005-頁4] 豬: 你好，看來你真的很喜歡和我聊天！
[Map029.json(小民房1) | EV005-頁4] 豬: 好吧，你猜對我接下來這個謎語就給你一個獎勵吧！
[Map029.json(小民房1) | EV005-頁4] 豬: 下一個豬年的年份是？
[Map029.json(小民房1) | EV005-頁4] 豬: 哇！你好厲害呀！你選一份獎勵吧！

[Map029.json(小民房1) | EV005-頁4] --- 出現選項: ['我要很多的金錢！', '我要最強的技能！', '我要成為天下第一！', '我要最強的武器！', '我什麼都不要，謝謝你。'] ---
[Map029.json(小民房1) | EV005-頁4] (若玩家選擇: 我要很多的金錢！) >>>
[Map029.json(小民房1) | EV005-頁4] 豬: 沒問題！（\N[1]獲得9999G）
[Map029.json(小民房1) | EV005-頁4] (若玩家選擇: 我要最強的技能！) >>>
[Map029.json(小民房1) | EV005-頁4] 豬: 沒問題！（所有隊伍成員獲得最強的技能）
[Map029.json(小民房1) | EV005-頁4] (若玩家選擇: 我要成為天下第一！) >>>
[Map029.json(小民房1) | EV005-頁4] 豬: 沒問題！（\N[1]成為天下第一）
[Map029.json(小民房1) | EV005-頁4] (若玩家選擇: 我要最強的武器！) >>>
[Map029.json(小民房1) | EV005-頁4] 豬: 沒問題！（\N[1]成為天下第一）
[Map029.json(小民房1) | EV005-頁4] (若玩家選擇: 我什麼都不要，謝謝你。) >>>
[Map029.json(小民房1) | EV005-頁4] 豬: 沒問題！（\N[1]什麼也沒有獲得）
[Map029.json(小民房1) | EV005-頁5] 豬: 你好，我是一隻豬，記得有空再回來探我！
[Map030.json(數學村武器商店) | EV005-頁1] 武器商人: 歡迎光臨武器店 !
[Map030.json(數學村武器商店) | EV005-頁1] 武器商人: 謝謝, 歡迎再次光臨。
[Map030.json(數學村武器商店) | 財寶（藥水）-頁1] ???: 找到藥水！
[Map030.json(數學村武器商店) | 財寶（藥水）-頁1] ???: 找到藥水！
[Map030.json(數學村武器商店) | 財寶（200G）-頁1] ???: 找到200\G！
[Map031.json(數學村魔法精品商店) | EV004-頁1] 魔法商人: 歡迎光臨魔法精品商店！
[Map031.json(數學村魔法精品商店) | EV004-頁1] 魔法商人: 謝謝！歡迎再次光臨！
[Map031.json(數學村魔法精品商店) | EV005-頁1] ???: 找到棉布魔法帽！
[Map033.json(小民房3) | 財寶（制式長柄斧）-頁1] ???: 找到制式長柄斧！
[Map038.json(數學村酒館) | EV001-頁1] 村長夫人: 奇怪, 以前村子的東南方有一片農田的嗎, 那個
[Map038.json(數學村酒館) | EV001-頁1] 村長夫人: 大媽也像是一個生面孔。
[Map038.json(數學村酒館) | EV001-頁1] 教練: 我印象中也沒有, 就像是憑空出現一樣。
[Map038.json(數學村酒館) | EV002-頁1] 村長夫人: 奇怪, 以前村子的東南方有一片農田的嗎, 那個
[Map038.json(數學村酒館) | EV002-頁1] 村長夫人: 大媽也像是一個生面孔。
[Map038.json(數學村酒館) | EV002-頁1] 教練: 我印象中也沒有, 就像是憑空出現一樣。
[Map038.json(數學村酒館) | EV003-頁1] 皇鴉傭兵團成員1: 聽說這次那老不死的請了那對姐弟來追殺數八星？
[Map038.json(數學村酒館) | EV003-頁1] 皇鴉傭兵團成員2: 沒錯，畢竟數八星已經被龍騎士團打成重傷了
[Map038.json(數學村酒館) | EV003-頁1] 皇鴉傭兵團成員2: ，現在是最虛弱的時候。
[Map038.json(數學村酒館) | EV003-頁1] 皇鴉傭兵團成員2: 這種痛打落水狗......不，是「精準收頭」的工作
[Map038.json(數學村酒館) | EV003-頁1] 皇鴉傭兵團成員2: ，沒人比那對姐弟更擅長了。
[Map038.json(數學村酒館) | EV003-頁1] 皇鴉傭兵團成員1: 他們有那麼強?
[Map038.json(數學村酒館) | EV003-頁1] 皇鴉傭兵團成員2: 哼，上次那個「紫焰魔龍」，雖然只是個幼年體,
[Map038.json(數學村酒館) | EV003-頁1] 皇鴉傭兵團成員2: 別的隊伍打了半天連皮都沒磨破。
[Map038.json(數學村酒館) | EV003-頁1] 皇鴉傭兵團成員2: 那莉娜一個「地獄烈焰」,前後不到十秒鐘。那種
[Map038.json(數學村酒館) | EV003-頁1] 皇鴉傭兵團成員2: 瞬間爆發力，除了宮廷首席法師，沒人比得上。
[Map038.json(數學村酒館) | EV003-頁1] 皇鴉傭兵團成員2: 而且聽說在北境防線，那什麼米勒曾經一個人擋住
[Map038.json(數學村酒館) | EV003-頁1] 皇鴉傭兵團成員2: 了整整一波魔狼群的衝鋒，直到援軍趕到。
[Map038.json(數學村酒館) | EV003-頁1] 皇鴉傭兵團成員2: 手中的「獸王鑕石盾」連攻城弩都能正面擋下來，
[Map038.json(數學村酒館) | EV003-頁1] 皇鴉傭兵團成員2: 一步都不會退。
[Map038.json(數學村酒館) | EV003-頁1] 皇鴉傭兵團成員1: 那對姐弟那麼強？！
[Map038.json(數學村酒館) | EV003-頁1] 皇鴉傭兵團成員2: 此行一定要小心他們, 免得被黃雀在後了
[Map038.json(數學村酒館) | EV004-頁1] 皇鴉傭兵團成員1: 聽說這次那老不死的請了那對姐弟來追殺數八星？
[Map038.json(數學村酒館) | EV004-頁1] 皇鴉傭兵團成員2: 沒錯，畢竟數八星已經被龍騎士團打成重傷了
[Map038.json(數學村酒館) | EV004-頁1] 皇鴉傭兵團成員2: ，現在是最虛弱的時候。
[Map038.json(數學村酒館) | EV004-頁1] 皇鴉傭兵團成員2: 這種痛打落水狗......不，是「精準收頭」的工作
[Map038.json(數學村酒館) | EV004-頁1] 皇鴉傭兵團成員2: ，沒人比那對姐弟更擅長了。
[Map038.json(數學村酒館) | EV004-頁1] 皇鴉傭兵團成員1: 他們有那麼強?
[Map038.json(數學村酒館) | EV004-頁1] 皇鴉傭兵團成員2: 哼，上次那個「紫焰魔龍」，雖然只是個幼年體,
[Map038.json(數學村酒館) | EV004-頁1] 皇鴉傭兵團成員2: 別的隊伍打了半天連皮都沒磨破。
[Map038.json(數學村酒館) | EV004-頁1] 皇鴉傭兵團成員2: 那莉娜一個「地獄烈焰」,前後不到十秒鐘。那種
[Map038.json(數學村酒館) | EV004-頁1] 皇鴉傭兵團成員2: 瞬間爆發力，除了宮廷首席法師，沒人比得上。
[Map038.json(數學村酒館) | EV004-頁1] 皇鴉傭兵團成員2: 而且聽說在北境防線，那什麼米勒曾經一個人擋住
[Map038.json(數學村酒館) | EV004-頁1] 皇鴉傭兵團成員2: 了整整一波魔狼群的衝鋒，直到援軍趕到。
[Map038.json(數學村酒館) | EV004-頁1] 皇鴉傭兵團成員2: 手中的「獸王鑕石盾」連攻城弩都能正面擋下來，
[Map038.json(數學村酒館) | EV004-頁1] 皇鴉傭兵團成員2: 一步都不會退。
[Map038.json(數學村酒館) | EV004-頁1] 皇鴉傭兵團成員1: 那對姐弟那麼強？！
[Map038.json(數學村酒館) | EV004-頁1] 皇鴉傭兵團成員2: 此行一定要小心他們, 免得被黃雀在後了
[Map038.json(數學村酒館) | EV005-頁1] 小女孩: 有什麼想聽的嗎

[Map038.json(數學村酒館) | EV005-頁1] --- 出現選項: ['第五號交響曲《命運》', '《夜曲》', '《給愛麗絲》', '《月光奏鳴曲》', '現在沒有什麼想聽的'] ---
[Map038.json(數學村酒館) | EV005-頁1] (若玩家選擇: 第五號交響曲《命運》) >>>
[Map038.json(數學村酒館) | EV005-頁1] ???: 其實我不會彈琴哈哈
[Map038.json(數學村酒館) | EV005-頁1] (若玩家選擇: 《夜曲》) >>>
[Map038.json(數學村酒館) | EV005-頁1] ???: 其實我不會彈琴哈哈
[Map038.json(數學村酒館) | EV005-頁1] (若玩家選擇: 《給愛麗絲》) >>>
[Map038.json(數學村酒館) | EV005-頁1] ???: 其實我不會彈琴哈哈
[Map038.json(數學村酒館) | EV005-頁1] (若玩家選擇: 《月光奏鳴曲》) >>>
[Map038.json(數學村酒館) | EV005-頁1] ???: 其實我不會彈琴哈哈
[Map038.json(數學村酒館) | EV005-頁1] (若玩家選擇: 現在沒有什麼想聽的) >>>
[Map038.json(數學村酒館) | EV005-頁1] ???: 那好吧~
[Map038.json(數學村酒館) | EV006-頁1] 大叔: 你聽說了嗎, 大賢者其實是......
[Map038.json(數學村酒館) | EV006-頁1] ???: (突然停止了對話, 然後把視線對回同行的友人上, 像是被格式
[Map038.json(數學村酒館) | EV006-頁1] ???: 化了一樣)
[Map038.json(數學村酒館) | EV007-頁1] 武器店商人: 聽說村子東南方的一間小房子裡有一間奇怪的商店...
[Map038.json(數學村酒館) | EV008-頁1] 貴族劍士: 下次絕對不會讓你跑了的
[Map038.json(數學村酒館) | EV008-頁2] 女騎士: 好不容易重創了數八星, 沒想到居然被他跑了...
[Map038.json(數學村酒館) | EV008-頁2] 貴族劍士: 卡爾還在自責嗎
[Map038.json(數學村酒館) | EV008-頁2] 女騎士: 沒錯, 不但騎士團損失慘重, 連他的伙伴也戰死
[Map038.json(數學村酒館) | EV008-頁2] 女騎士: 在戰鬥中。
[Map038.json(數學村酒館) | EV008-頁2] 女騎士: 現在他應該在村子的北方。
[Map038.json(數學村酒館) | EV009-頁1] 女騎士: 好不容易重創了數八星, 沒想到居然被他跑了...
[Map038.json(數學村酒館) | EV009-頁2] 女騎士: 好不容易重創了數八星, 沒想到居然被他跑了...
[Map038.json(數學村酒館) | EV009-頁2] 貴族劍士: 卡爾還在自責嗎
[Map038.json(數學村酒館) | EV009-頁2] 女騎士: 沒錯, 不但騎士團損失慘重, 連他的伙伴也戰死
[Map038.json(數學村酒館) | EV009-頁2] 女騎士: 在戰鬥中。
[Map038.json(數學村酒館) | EV009-頁2] 女騎士: 現在他應該在村子的北方。
[Map038.json(數學村酒館) | EV011-頁1] 防具店商人: 最近在這個小村子的生意真的是越來越差了...
[Map039.json(數學村神秘商店) | EV007-頁1] ？？？: ....
[Map039.json(數學村神秘商店) | EV007-頁1] ？？？: ....
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍7-頁1] 殭屍: 嘿嘿嘿嘿
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍7-頁1] 悠真: 啊RRRRRR 不要啊
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍7-頁2] 殭屍: 嘿嘿嘿嘿
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍7-頁2] 悠真: 啊RRRRRR 不要啊
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍6-頁1] 殭屍: 嘿嘿嘿嘿
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍6-頁1] 悠真: 啊RRRRRR 不要啊
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍6-頁2] 殭屍: 嘿嘿嘿嘿
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍6-頁2] 悠真: 啊RRRRRR 不要啊
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍4-頁1] 殭屍: 嘿嘿嘿嘿
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍4-頁1] 悠真: 啊RRRRRR 不要啊
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍4-頁2] 殭屍: 嘿嘿嘿嘿
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍4-頁2] 悠真: 啊RRRRRR 不要啊
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍5-頁1] 殭屍: 嘿嘿嘿嘿
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍5-頁1] 悠真: 啊RRRRRR 不要啊
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍5-頁2] 殭屍: 嘿嘿嘿嘿
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍5-頁2] 悠真: 啊RRRRRR 不要啊
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁1] 殭屍: 嘿嘿嘿嘿
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁1] 悠真: 啊RRRRRR 不要啊
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁2] 殭屍: 嘿嘿嘿嘿
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁2] 悠真: 啊RRRRRR 不要啊
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍1-頁1] 殭屍: 嘿嘿嘿嘿
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍1-頁1] 悠真: 啊RRRRRR 不要啊
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍1-頁2] 殭屍: 嘿嘿嘿嘿
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍1-頁2] 悠真: 啊RRRRRR 不要啊
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁1] 殭屍: 嘿嘿嘿嘿
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁1] 悠真: 啊RRRRRR 不要啊
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁2] 殭屍: 嘿嘿嘿嘿
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁2] 悠真: 啊RRRRRR 不要啊
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍3-頁1] 殭屍: 嘿嘿嘿嘿
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍3-頁1] 悠真: 啊RRRRRR 不要啊
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍3-頁2] 殭屍: 嘿嘿嘿嘿
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍3-頁2] 悠真: 啊RRRRRR 不要啊
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁1] 殭屍: 嘿嘿嘿嘿
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁1] 悠真: 啊RRRRRR 不要啊
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁2] 殭屍: 嘿嘿嘿嘿
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁2] 悠真: 啊RRRRRR 不要啊
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁1] 殭屍: 嘿嘿嘿嘿
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁1] 悠真: 啊RRRRRR 不要啊
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁2] 殭屍: 嘿嘿嘿嘿
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁2] 悠真: 啊RRRRRR 不要啊
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁1] 殭屍: 嘿嘿嘿嘿
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁1] 悠真: 啊RRRRRR 不要啊
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁2] 殭屍: 嘿嘿嘿嘿
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁2] 悠真: 啊RRRRRR 不要啊
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁1] 殭屍: 嘿嘿嘿嘿
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁1] 悠真: 啊RRRRRR 不要啊
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁2] 殭屍: 嘿嘿嘿嘿
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁2] 悠真: 啊RRRRRR 不要啊
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁1] 殭屍: 嘿嘿嘿嘿
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁1] 悠真: 啊RRRRRR 不要啊
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁2] 殭屍: 嘿嘿嘿嘿
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁2] 悠真: 啊RRRRRR 不要啊
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁1] 殭屍: 嘿嘿嘿嘿
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁1] 悠真: 啊RRRRRR 不要啊
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁2] 殭屍: 嘿嘿嘿嘿
[Map040.json(黑暗隧道(通往霧光森林)) | 殭屍2-頁2] 悠真: 啊RRRRRR 不要啊
[Map041.json(霧光森林武器商店) | EV005-頁1] 武器商人: 歡迎光臨武器店 !
[Map041.json(霧光森林武器商店) | EV005-頁1] 武器商人: 謝謝, 歡迎再次光臨。
[Map041.json(霧光森林武器商店) | 財寶（藥水）-頁1] ???: 找到藥水！
[Map041.json(霧光森林武器商店) | 財寶（藥水）-頁1] ???: 找到藥水！
[Map041.json(霧光森林武器商店) | 財寶（200G）-頁1] ???: 找到200\G！
[Map042.json(霧光森林防具商店) | EV006-頁1] ???: 獲得200g金幣
[Map042.json(霧光森林防具商店) | 盔甲店商人-頁1] 防具商人: 歡迎光臨防具店！
[Map042.json(霧光森林防具商店) | 盔甲店商人-頁1] 防具商人: 謝謝！歡迎再次光臨！
[Map043.json(霧光森林道具商店) | EV005-頁1] 道具商人: 歡迎來到道具店！
[Map043.json(霧光森林道具商店) | EV005-頁1] 道具商人: 謝謝！歡迎再次光臨！
[Map043.json(霧光森林道具商店) | 100金1-頁1] ???: 你找到了100\g
[Map043.json(霧光森林道具商店) | 100金2-頁1] ???: 你找到了100\g
[Map044.json(霧光森林魔法精品商店) | EV004-頁1] 魔法商人: 歡迎光臨魔法精品商店！
[Map044.json(霧光森林魔法精品商店) | EV004-頁1] 魔法商人: 謝謝！歡迎再次光臨！
